88,14060
14454,6190
677,5613
1988,4335
349,2802
283,2039
3571,1980
6948,1959
14572,1692
68278,1689
7533,1671
9964,1668
220,1666
5226,1658
519,1645
3549,1623
31650,1545
2567,1516
138,1431
19913,1404
34268,1032
2342,1022
3237,979
1276,960
15,950
205,915
6940,904
8135,904
16460,893
4446,872
39511,854
979,853
8,841
3998,833
960,810
5245,803
14615,781
1503,774
1343,767
6971,766
301,762
13416,760
3393,743
245,731
14648,730
356,729
69417,715
14549,707
7698,686
7627,676
383,661
857,651
2417,640
511,639
294416,612
3726,611
35481,609
206,606
31957,602
14611,592
17004,590
8942,568
14075,567
12281,554
132690,540
16344,534
11714,524
216,523
8806,521
47794,521
250519,518
34719,513
236,507
27738,505
5193,503
16783,494
14625,493
35843,489
49182,485
8767,483
1274,481
1852,472
8016,459
7274,458
4076,446
130884,445
4526,445
16527,444
14650,441
35248,439
2138,430
280,429
2662,429
96622,427
12465,425
322,422
2014,422
2347,421
213,413
11991,411
8208,404
57105,401
387,401
77,400
7436,397
9881,385
335,380
13808,376
2166,376
54039,375
13813,371
11946,366
30230,365
11792,360
485,360
4208,351
113099,349
8603,348
71,345
2941,338
14564,338
4368,337
2055,335
16358,335
75369,334
2280,333
198048,331
12687,328
16452,327
32972,326
37532,324
1267,322
50361,314
99369,308
26186,308
26486,306
7756,305
1134,304
15769,303
34312,300
15538,297
34963,296
980,294
1062,294
2179,293
2348,293
95905,292
85042,291
26352,289
9323,288
2934,288
118818,288
68099,287
503,284
352,282
19870,279
891,278
750,277
51742,275
7592,274
2353,271
531,271
759,270
12510,269
13249,268
37502,264
3235,263
36660,263
40279,260
69237,254
7437,254
957,254
3419,248
32226,248
13799,246
468,245
239782,243
33355,243
59945,241
51,240
19604,240
7590,240
20050,239
20522,238
42182,238
3808,237
11036,236
1945,236
268,235
35366,232
1553,232
8321,231
323,230
4895,229
16440,228
248,228
4200,228
4730,226
2177,224
7540,224
3479,223
274,222
4893,221
14577,220
8959,219
20920,213
8984,209
40797,208
9762,208
3994,207
37545,207
50901,207
42,206
14813,205
4888,205
30992,204
14672,204
1373,204
86,203
9363,202
7960,202
6969,200
19159,198
19153,197
12751,197
4336,197
2634,195
3629,195
16801,195
52474,194
211,194
14584,194
57543,193
981,193
64911,192
765,192
43,191
2670,189
194092,188
15821,187
14588,187
489,185
128559,185
57122,184
6968,184
85592,184
57138,183
45605,183
50733,183
465,182
122469,181
37523,181
2572,181
396,179
14557,178
317,177
37561,175
27744,175
689,174
1292,173
463,173
68308,173
13798,173
5113,171
7937,171
54222,171
67032,170
39420,168
1880,168
8598,166
28476,166
510,166
505,165
12473,164
34236,163
35352,163
226,163
330,163
2156,162
3298,161
34519,161
31617,160
81,160
3547,160
1896,159
31549,159
13821,159
327,158
67774,158
8252,157
37341,157
115382,157
60169,155
5438,155
31240,154
4708,154
6961,154
65301,153
1837,153
3604,152
88572,151
214,151
16096,151
5137,150
5335,150
18168,149
21280,149
14376,149
308,149
68285,148
191752,148
143824,148
28586,146
4444,146
2059,146
37528,146
14682,146
1881,145
6958,145
47015,145
4214,145
19908,144
54550,141
1298,140
5716,139
56968,138
30799,138
752,137
94,137
16715,137
16746,137
3020,137
65380,136
358,136
523,135
7691,135
2870,135
18662,134
13633,134
103612,134
11443,133
9021,133
7783,133
62903,133
8005,133
1574,132
15536,132
20103,131
62125,131
36558,130
243,130
6231,129
95910,129
12022,129
26153,128
26,128
17538,128
1858,128
38672,128
51746,127
12324,127
374,126
4535,126
33476,126
12318,126
4665,126
8835,126
16011,126
1877,125
57882,125
4910,125
62542,124
189,124
38790,124
3972,124
39885,124
4259,124
6373,123
4182,123
1037,123
60035,123
408,123
61753,122
20244,121
52514,121
16533,121
6929,120
22349,120
2824,120
104785,119
35062,119
1834,118
28462,118
140893,118
3979,118
85766,118
9707,118
47175,118
14664,117
1984,117
13383,117
59,117
13506,116
2320,116
78,115
5795,115
39889,115
30225,115
229,115
74014,115
12928,115
58028,114
365,114
20385,114
357,114
2287,114
23464,113
31534,113
5793,112
31443,112
5516,112
12698,112
7956,112
26930,111
86851,111
79648,111
553,111
129563,111
389,110
291,110
122488,109
28664,109
170090,109
54217,109
49179,108
10121,108
23680,108
55965,107
36371,107
34959,107
4821,106
1897,106
6241,106
2898,105
27179,104
42172,104
231650,103
103447,103
370,102
122634,102
14070,102
85437,102
29864,101
110903,101
702,101
715,101
137247,100
11346,100
26398,100
73478,100
19,100
1231,99
54207,99
39523,99
17175,98
35376,98
2813,98
10924,98
492,98
57159,97
42927,97
33383,97
14064,97
137321,97
4599,97
6014,97
60686,96
78528,96
263505,96
92575,96
14677,96
45884,96
51757,96
12755,96
369,95
9221,95
6742,95
716,95
137246,95
5792,95
26158,95
58574,95
965,94
14565,94
34181,94
59915,94
26195,94
1270,94
76165,94
376,93
52469,92
38009,91
29743,91
103921,90
143,90
273,90
2696,90
21749,90
1647,89
13765,89
28285,89
867,89
8021,89
223,88
679,88
10916,88
69891,87
21643,87
5280,86
14604,86
5071,86
35295,86
920,85
5508,85
12270,85
231,85
75830,85
33181,84
5011,84
30324,84
1322,84
13795,84
3795,84
59542,84
15210,84
5005,84
17507,83
16708,83
407,83
6,83
39524,83
95913,83
12265,83
29233,83
110210,82
11844,82
89925,82
4904,82
7266,82
816,82
9025,82
47666,81
10159,81
1971,81
198081,81
40298,81
55466,80
13820,80
7501,80
4986,80
88564,80
9682,80
29225,80
38602,79
76071,79
37832,79
385,79
63931,79
310,79
30513,79
95921,79
19559,79
7690,78
1895,78
3443,78
2244,78
2874,78
26550,78
59012,78
18915,78
56860,78
23727,77
27723,77
4380,77
10855,77
60021,77
4,77
75846,77
50282,77
34306,77
27147,77
59027,77
3233,77
39959,76
36436,76
31450,76
1542,76
11555,76
658,76
5859,76
64541,75
7689,75
17729,75
288958,75
51729,74
11921,74
40558,74
2795,74
91,74
12983,74
59529,74
33831,74
7898,73
37563,73
50230,73
2266,73
2180,73
91948,73
36875,72
5207,72
1459,72
2402,72
22779,71
3188,71
7569,71
9704,71
2765,70
21296,70
31304,70
548,70
1253,70
50218,69
249872,69
1548,69
42354,69
65536,69
41383,68
28516,68
768,68
31975,68
2193,68
19843,68
2994,68
120347,68
4433,67
89016,67
92608,67
21872,67
26807,67
23666,66
27483,66
221,66
2071,66
63327,66
329706,66
58991,66
75362,65
232659,65
44456,65
7404,65
55951,65
35375,65
12311,65
27037,64
19869,64
240,64
42643,64
37505,64
10964,64
2668,64
23037,64
272834,64
225908,64
4134,64
116924,64
40285,64
14602,64
456,64
22355,63
885,63
51745,63
55471,63
36572,63
832,63
11677,62
14674,62
53258,62
92,62
50297,62
171,62
89003,62
40303,61
144615,61
88570,61
137271,61
40323,61
11710,61
68702,61
63,61
8303,61
65097,61
82268,61
3360,61
15113,61
40297,60
12169,60
26538,60
6897,60
59893,60
24773,60
54200,60
37134,60
7383,60
62904,60
10179,60
4720,60
403,60
16225,59
7639,59
762,59
234284,59
188,59
6148,59
2080,59
11053,59
27635,59
17057,59
2911,59
26307,59
101738,59
121028,58
2373,58
7782,58
33601,58
31949,58
49159,58
14571,58
22630,58
58744,58
20012,57
56797,57
31248,57
36216,57
89784,57
112050,57
42922,57
161907,57
3115,57
2188,57
34282,57
7694,57
35365,57
12767,57
49178,56
52476,56
14469,56
72658,56
68307,56
4652,56
14957,56
15488,56
2700,56
50227,56
117155,56
298,56
73485,56
19009,56
22051,55
54796,55
28091,55
5206,55
31028,55
34305,55
3341,55
32204,55
13938,55
72269,55
19995,54
8498,54
16188,54
30487,54
30578,54
2922,54
10704,54
65141,54
15998,54
25094,54
68729,54
88999,54
134837,53
433454,53
3845,53
5160,53
265613,53
18325,53
43371,53
80,53
88558,53
78773,53
35729,52
7269,52
2042,52
2349,52
9797,52
6496,52
89805,52
20359,52
26136,52
12513,52
1285,52
154462,52
400,52
22774,52
10853,52
13141,52
75721,52
33461,52
69032,52
16204,51
6080,51
5188,51
38677,51
640,51
27,51
2687,51
36556,51
781,51
64906,51
4239,51
17358,51
67792,51
225087,51
126242,51
7566,51
995,51
6686,51
6651,51
13758,51
19922,51
24272,51
106825,51
36244,51
37726,50
51637,50
11103,50
92274,50
91500,50
2671,50
40220,50
20752,50
2060,50
33833,50
167882,50
73505,49
47490,49
134560,49
36368,49
98992,49
46947,49
61978,49
39874,49
3164,49
65682,49
174836,49
69779,49
5307,49
111391,49
2160,49
550,48
16335,48
203735,48
49122,48
359960,48
18565,48
10859,48
25784,48
243397,48
7791,48
103862,48
62209,48
78063,48
88804,48
2839,47
11152,47
14539,47
756,47
875,47
19150,47
62205,47
46754,47
10710,47
192273,47
27004,47
199877,47
7279,47
66278,47
3777,47
128855,47
57024,46
38226,46
46117,46
60365,46
14166,46
8404,46
67382,46
45144,46
2218,46
22084,46
3374,46
62215,46
73933,46
20982,46
38728,46
20056,46
983,46
28458,45
21996,45
57916,45
113315,45
14628,45
128779,45
3533,45
30973,45
122460,45
80257,45
11621,45
3228,45
26540,45
8077,45
459,45
5038,45
4378,45
33485,45
4364,45
31510,45
12965,45
12686,45
38250,45
106282,45
12483,45
36795,45
79647,45
13809,45
11149,45
992,45
3637,45
233483,44
36363,44
12818,44
23956,44
4427,44
22823,44
14437,44
6525,44
3472,44
50679,44
13603,44
66417,44
5380,44
28976,44
20399,44
1959,44
11329,44
181181,44
18700,44
47828,44
21585,44
38382,44
58522,43
96963,43
17155,43
25905,43
1416,43
103451,43
25934,43
21949,43
38445,43
171180,43
118174,43
152137,43
2568,43
11692,43
191083,43
2165,43
28951,43
52512,43
34797,43
8285,43
20246,42
2312,42
9106,42
43597,42
29230,42
45,42
57739,42
23866,42
3232,42
43905,42
7675,42
121293,42
109379,42
598,42
12648,42
14613,42
10942,42
64729,42
18431,42
10513,42
65377,42
67950,41
25007,41
4177,41
1390,41
48073,41
63856,41
235,41
4916,41
26677,41
35597,41
87263,41
228,41
5123,41
12469,41
11876,41
42907,41
50266,41
77432,41
121551,41
464,41
182906,41
58739,41
16529,41
114610,40
58742,40
70958,40
216655,40
21017,40
5102,40
7717,40
89010,40
39501,40
7514,40
13027,40
47608,40
582,40
16293,40
329,40
44086,40
66350,40
7067,40
27712,40
43544,40
68446,39
122438,39
39029,39
2919,39
773,39
147178,39
32243,39
8925,39
10914,39
7643,39
2689,39
22816,39
3482,39
86909,39
72108,39
4629,39
54863,39
9851,39
216246,39
16537,39
16313,39
8294,39
225318,39
14085,39
326,39
14721,39
40254,39
106758,39
