88,59
3998,35
1988,32
14588,30
11991,28
32972,27
57105,18
39885,18
13808,17
349,16
6940,15
16801,13
5226,13
677,12
56968,11
3994,10
13813,10
12751,8
42182,8
19913,8
14615,8
1276,7
3547,6
519,6
16527,5
3604,5
21280,5
1503,5
13798,5
4665,5
4336,4
9964,4
511,4
16358,4
7437,4
64911,4
60035,3
77,3
33355,3
47015,3
19604,3
20920,3
14577,3
14625,3
35843,3
3972,3
69237,2
19870,2
2567,2
11714,2
132690,2
68099,2
8942,2
4910,2
45605,2
31650,2
2941,2
301,2
39420,2
1134,2
35352,2
34268,2
4259,2
26186,2
37532,2
12324,2
5716,2
2824,1
13799,1
75369,1
6929,1
2280,1
61753,1
12687,1
531,1
51742,1
26352,1
503,1
26486,1
15538,1
118818,1
2179,1
12022,1
468,1
34519,1
9021,1
94,1
26153,1
30799,1
33476,1
54550,1
8835,1
18168,1
5137,1
16096,1
16011,1
13821,1
34236,1
2177,1
505,1
5113,1
396,1
57122,1
2670,1
57543,1
2634,1
36558,1
50901,1
37545,1
38790,1
14454,1
4368,1
1984,1
11792,1
387,1
1852,1
5193,1
3393,1
2138,1
2342,1
16344,1
3549,1
220,1
7533,1
14075,1
2014,1
14611,1
8,1
9881,1
2166,1
383,0
4444,0
214,0
356,0
14648,0
5335,0
245,0
67032,0
14376,0
308,0
68285,0
191752,0
143824,0
28586,0
54222,0
2059,0
69417,0
37528,0
7937,0
14682,0
1881,0
6958,0
13416,0
4214,0
19908,0
6971,0
1298,0
1343,0
5245,0
88572,0
65301,0
1837,0
31549,0
330,0
2156,0
3298,0
857,0
7627,0
31617,0
81,0
7698,0
1896,0
12473,0
2417,0
510,0
28476,0
14549,0
226,0
327,0
67774,0
8598,0
1880,0
8252,0
960,0
115382,0
60169,0
294416,0
5438,0
31240,0
4708,0
6961,0
37341,0
65380,0
752,0
20244,0
15,0
3237,0
1877,0
57882,0
138,0
62542,0
189,0
68278,0
6373,0
4182,0
1037,0
14572,0
408,0
6948,0
52514,0
205,0
16533,0
3571,0
22349,0
283,0
104785,0
35062,0
1834,0
28462,0
140893,0
3979,0
85766,0
9707,0
47175,0
14664,0
12318,0
4535,0
16715,0
8005,0
16746,0
3020,0
35481,0
358,0
523,0
7691,0
2870,0
18662,0
13633,0
103612,0
11443,0
979,0
7783,0
62903,0
1574,0
374,0
16460,0
8135,0
51746,0
38672,0
1858,0
17538,0
26,0
4446,0
15536,0
95910,0
6231,0
243,0
39511,0
62125,0
20103,0
3726,0
37561,0
68308,0
4526,0
352,0
891,0
750,0
35248,0
7592,0
2353,0
14650,0
759,0
12510,0
13249,0
37502,0
3235,0
36660,0
40279,0
130884,0
2662,0
957,0
3419,0
32226,0
4076,0
7274,0
239782,0
8016,0
59945,0
51,0
7590,0
20050,0
20522,0
1274,0
3808,0
280,0
96622,0
1945,0
50361,0
4208,0
113099,0
8603,0
71,0
30230,0
14564,0
11946,0
2055,0
54039,0
335,0
198048,0
16452,0
7436,0
1267,0
99369,0
2934,0
1062,0
9323,0
12465,0
85042,0
95905,0
2348,0
322,0
980,0
8208,0
34963,0
34312,0
15769,0
2347,0
7756,0
213,0
11036,0
268,0
463,0
128559,0
8806,0
3629,0
216,0
52474,0
211,0
14584,0
981,0
12281,0
765,0
43,0
194092,0
15821,0
17004,0
489,0
6968,0
250519,0
206,0
1292,0
689,0
27744,0
485,0
317,0
14557,0
2572,0
85592,0
37523,0
122469,0
465,0
50733,0
31957,0
57138,0
47794,0
19153,0
35366,0
8959,0
1553,0
8321,0
323,0
4895,0
16440,0
248,0
4200,0
4730,0
8767,0
7540,0
49182,0
274,0
4893,0
16783,0
8984,0
19159,0
30992,0
6969,0
7960,0
9363,0
86,0
1373,0
14672,0
4888,0
40797,0
14813,0
42,0
34719,0
236,0
27738,0
9762,0
3479,0
